N,P,K,pH,SoilType
24.36531536566178,22.517198314284727,115.21953810060614,6.784734761782484,0
31.467340790473624,13.258688541628594,84.93981231803009,6.463628917309474,0
15.662782763540545,21.715511625469265,145.81611689974704,6.363211266813819,0
24.70424815516305,22.865764368847064,112.07770233440615,6.318425183973902,0
38.53662021941313,17.722052756015486,147.283339467674,6.858025962934096,0
19.89477836973241,11.387226017503309,87.05446009641986,5.527332738477325,0
17.36107401889821,23.660135468327137,84.98320539221604,5.978463445440642,0
36.12188277423637,10.465438714716518,137.0127937812255,5.9227821621601,0
17.954120690541405,23.934743307283014,124.02599927459188,6.8162080202905795,0
33.37677609509714,26.06961860769697,99.74242007999146,5.766159315669584,0
33.76536879102146,26.13669478534528,149.3353599400471,6.118926515367139,0
24.30045214481958,25.528259214839935,103.85624781771125,6.896135988405347,0
36.4603187960753,18.579880547500366,132.56097474540482,6.631814311127023,0
17.578096720898316,28.051058133591333,115.36766607135,6.739686199161612,0
23.00124002576529,27.91046456992401,107.24411751139142,5.516256477220447,0
37.63454941048159,11.825733535722671,102.35195463132904,6.925092950576207,0
38.7651786734389,21.46875776246572,124.22860485188595,6.1726682829674795,0
22.330269292451614,16.57329090739832,127.0762919253927,6.62856179415652,0
34.78947609314621,25.792362855891078,86.38442721340833,6.241630457053872,0
16.438969000416108,20.990577646474712,110.90713509613639,6.83155627413745,0
23.77287531380197,12.341340328552118,90.0094177436985,6.642265947576208,0
30.455451582906527,12.022453522455805,85.88747642804982,6.5514536971886805,0
16.819075159104838,26.437201185807126,129.43695590095473,5.62202317096285,0
17.120942852129797,29.732791570023508,106.19895570292843,6.055963220600336,0
35.31998918143756,28.944971547677174,149.02007446760098,6.630067277888412,0
24.406489638272895,11.670014333973375,134.40028411492057,6.337606374603707,0
25.605550231174405,28.12708770189472,87.7838237614306,6.238937656436288,0
15.283841119185476,19.373212839882527,83.94122929772861,5.678226874402108,0
17.93815616942762,22.984206042321272,132.22314154857963,6.3750531476457395,0
39.05431371186354,17.49741159047408,99.99984603973024,6.80289869228419,0
20.589895962986315,29.264450788812226,80.85081322828714,6.954818240061458,0
16.0789977987644,27.822862273961423,116.93907763604099,6.98944719417895,0
16.84491411838497,21.077085688026415,147.85117749333693,6.284646766255223,0
30.73496595338156,23.914973779692343,111.81787453374412,6.441337120126095,0
29.607857798077504,28.02316020981978,83.18124662390206,5.9214447843883455,0
38.76028710191397,27.805275677818326,111.8959726949999,6.430198896702305,0
21.934529574528316,13.762423194475225,112.45888834579875,6.0300283420390794,0
29.5914027962718,11.554692739299696,148.20763653663164,6.979316116719405,0
32.45404285049363,20.72192732688241,101.66693314004294,6.720692529560423,0
32.11827931384698,13.252338786897827,143.76490291456898,6.733805864384753,0
38.7449978322981,24.5143901677672,122.93906371550528,6.127364554435928,0
38.31821208385033,27.321277790008168,83.16530690743326,5.539550461745878,0
24.41158417195124,26.211066615636657,149.10932905204612,5.725625336655292,0
29.853267883803376,17.61781713262043,147.89400784702224,6.763178384703563,0
35.958217617778445,19.373863195899403,109.03736516363657,5.910110607896059,0
16.409387416273177,27.294447525101063,136.90307063910544,6.999576509929196,0
39.91592092684763,21.10863411205255,133.82911906263573,6.917148594823642,0
36.24118476693529,14.946962034863953,111.53808947170654,5.6937391227272425,0
38.85127568146806,22.123492689017603,96.00499638524239,6.507551026608785,0
30.453206011447396,17.163254360656808,87.94903145397403,6.507359793389199,0
28.00769252259483,25.446367834712788,116.41144507783955,6.77827225047781,0
28.797670969362137,21.218759430707728,141.36575218608414,6.1052242993185954,0
18.35038071126602,10.57565352626678,132.85960789715332,6.430464327030197,0
32.60199420248059,14.259283230178214,89.54600329107389,5.521816998501823,0
23.764688970164926,21.79835373709266,107.45708315698127,6.1562123830355935,0
37.60396736234371,16.965109340466007,115.97926424118675,6.675479519111715,0
24.913569558031753,22.441734004557468,140.36545961227216,6.924280935486463,0
18.67683702322595,28.53175250322989,114.44814051556767,5.887366582448437,0
26.478393905956533,29.600651505709543,114.48326657950088,5.993127415431262,0
30.835021357918144,14.802912375563862,85.31043296760647,5.693319582865974,0
18.20114597394431,13.038053870245887,89.7179020854587,6.461312117204822,0
19.54700210997862,16.913345666477262,142.77518869342083,6.210942460394309,0
31.68894346302568,13.446397424032597,93.46023131660695,5.561302924399718,0
19.223376576804114,15.571806780639172,92.39073389937228,5.633053800635583,0
18.01589677751502,19.215575360654515,94.44336028840547,6.0464047915721135,0
27.58543177137142,23.807896572587307,82.75184978887692,6.699115598363564,0
30.697509737272696,11.635180638977438,141.1505036874744,6.88130860079772,0
16.526948996371594,15.537552962944075,136.4340895855143,6.622389535575488,0
19.613025483909432,14.186986466734206,105.93304719539674,6.226784477786532,0
30.4563692882574,17.378272791395446,112.37743012932035,6.621206407200635,0
15.917080072264948,15.048738886880415,129.93447101191867,6.842810256530798,0
27.791936052891653,20.642269705306312,87.50204079378432,6.171118550235182,0
28.315431661375577,14.849410072694592,98.84702616645667,6.065926244656934,0
15.50177994444316,16.441583311663564,94.80136048975812,5.991246028266872,0
17.99405329548128,27.8105456147979,121.5514717487834,6.518653478716734,0
34.729280965183456,19.968843978581145,86.08442016611966,6.305659812727821,0
29.671027950521978,24.9087894836866,110.21616823607755,5.691370454193345,0
22.09439764496811,17.2616459279727,125.2142068932121,6.356167457003368,0
23.902418147446156,29.730304975859593,122.4042373549821,5.855840187603992,0
17.544561815510093,13.05718278368664,97.21704098691558,5.741022059889334,0
19.664175601282643,15.701903373876942,92.13615167063284,6.845148136939638,0
17.005843641541055,20.490227791405093,108.72777788927631,6.973567925362909,0
17.80097255420131,17.95711198091483,147.86293032927583,6.798260688840971,0
35.426801773731995,15.158056540898796,91.96213111730461,6.502964829886647,0
38.23439972818964,21.135257860278596,120.01288826289299,5.919968640490426,0
34.23732332979842,13.740874971150468,102.65754654829706,6.138154657924625,0
27.690259467111375,14.848194648301604,88.03857773174425,6.415930063662449,0
22.215763831006395,21.624764428452245,90.80539006919416,6.221710152782226,0
28.314735813789646,11.036470736448539,103.56229947357444,5.701622015408462,0
16.584374261819192,29.799204647798906,102.56476914823061,6.714811668781953,0
21.366016369094098,23.630054444478585,133.21595019227806,6.393458110911767,0
26.78940471375396,18.23681828294537,104.42077865800967,6.894293716371739,0
35.76548519469323,29.300538213330253,88.70080564398813,6.596301212805466,0
38.458511420525944,13.624661323313203,84.65473871567443,6.611680973935089,0
29.3618278294978,26.83657553516544,89.78406636384027,6.692900967789836,0
20.040683001193614,13.27311885731409,91.4986058551695,6.721862080347073,0
31.629930517405004,20.461308495382386,105.11813388864518,6.815800811219662,0
24.811127685565886,26.33198878943154,110.73944359991529,6.065416644137361,0
26.56699464174016,16.02755748328284,132.3326566123376,6.254080585138719,0
20.80531737867043,27.991491465491368,106.87238549612479,6.315329291670983,0
37.661802774113674,22.484759918279842,88.18286284958549,6.909748185420213,0
30.692701326785446,16.698112293141723,89.7490450864371,6.691037783905444,0
30.50181889821284,20.66922183952643,142.57248081356704,6.682895816836796,0
18.79187199331878,16.234441355910967,97.3942397870126,6.615919438859016,0
15.838310868394485,21.39779369742633,133.37210800184835,6.815148455142625,0
23.55204371789769,26.425146093440258,87.74422158686451,6.769678437601778,0
18.18721655829956,17.945745811207345,135.81067560456876,5.72487614102316,0
20.731284880816037,24.445051367861325,130.4025575582252,6.461721449327946,0
32.3487111116775,20.854488866951925,97.6259341234867,6.018543990255879,0
19.539942920035642,28.169011226672566,120.83742563362844,6.10127712514546,0
26.550145091103317,28.945666792236306,90.73459821812561,6.379344748025196,0
27.64721697211165,22.22908470869296,81.26771286745884,6.808185863416227,0
38.302957062090314,21.30266367178418,128.76555767138245,6.883749071765943,0
32.68096585783496,13.050780858285227,120.34018521167692,6.410072569574284,0
25.60326678255965,24.728884712494455,145.40569103383103,6.888352769360164,0
26.270984285103303,12.264760916815105,148.9388839273634,6.758347129668901,0
18.116567030081672,28.416837652347446,140.89274534434898,6.278257085689108,0
29.781885893623233,17.980054077402606,83.8333147175422,6.002795862468851,0
35.071336214950286,10.092640460092056,103.3449420183801,6.0972530403864145,0
28.434890073448074,28.39711232825521,104.24421960561729,6.020429802844341,0
33.43753120274371,19.044358817796144,95.72233760579874,6.17865927419904,0
18.521425509494996,13.527739730124466,114.88574409176358,6.128388174256822,0
37.8711475267025,17.24787798233266,120.64118451946304,6.448396431879296,0
15.32736141470834,23.270747440334212,92.4625176808826,6.941605476204183,0
18.716568193827825,18.292482474540474,85.97447676550507,6.995311377768921,0
27.554875258281065,21.907700346400876,84.69535341718992,6.624940705598767,0
20.247639827389644,27.961085788814273,94.3597748337405,5.7860315809955,0
15.913741696202372,19.441338902199984,119.53887932838315,5.598562959142528,0
34.38819041737526,19.065776694960554,116.7073188529306,6.161144120407342,0
25.01907652188315,21.19280662616436,90.86681721514988,5.772892195742907,0
36.54464052533793,28.922309242672654,106.13165213958271,5.906117009715331,0
31.099988580975396,18.17468342196193,81.77704489622414,5.734228896049285,0
32.89930572118494,23.178478838203027,81.89671947524384,5.832958242899424,0
20.776869914701784,23.43785487197457,81.3797376428055,5.656162872976861,0
34.997902134329735,13.570893241086672,125.69222754963123,5.85727417157009,0
17.48603481898363,14.863443819989081,130.55868522989613,6.783544702159428,0
35.75549661417479,17.943670592369095,126.76595955994523,5.807476443123732,0
22.328693256525334,27.926716370422394,80.91013464575153,5.628262796281702,0
20.197156378650682,10.530644077476394,92.70048045628582,6.3745623414545385,0
25.53561376481245,27.853434221539498,137.22104932169086,6.0127260275468135,0
21.485585835782313,17.59384816334534,121.32064597603654,5.902095461234314,0
30.603722696228353,18.18823304382481,118.64330265963861,6.154189793702975,0
22.361643988547943,28.969066139243132,133.45240559118326,5.710169763649679,0
36.711699397447816,19.748623964990273,142.6186558825864,6.699782883920973,0
25.630337611730837,10.449386166402348,98.80741515694623,6.3124513219913005,0
30.836955495653683,15.157753708664046,89.75492518509769,6.752395355198948,0
39.61005451758881,20.513803646053717,92.01755000938124,5.908460989779053,0
15.459766913686668,28.28597613120998,88.24257580230989,6.36477471327138,0
21.85138051718015,21.083560050315867,125.59942718463049,6.744612705560803,0
20.16053179401508,10.219916573169609,89.58199410481652,6.850027962772158,0
36.847251939062886,21.948262043406167,122.03618023035574,6.497555011819383,0
19.38428196558624,28.288238918499196,109.31393674244512,6.074707792374246,0
27.97294263207094,10.9393193355011,91.63983581292555,6.607050424639556,0
17.069966698128162,22.063042189327764,97.17443767769247,6.083943421062965,0
22.217343419267497,17.113454329298982,130.3332133628972,5.9456825734347625,0
29.16011600742243,19.521008043981993,126.45698157538537,6.905244608987137,0
33.31430243025626,14.298807571815136,82.18281945428993,5.893396066449737,0
29.87694826750637,11.028516269685007,114.74563730408654,6.395264273375334,0
23.356097270424023,25.418244074916437,87.46187771936403,5.612706672603713,0
33.20471890509008,19.90982632412397,128.18816774994153,6.152241007905619,0
21.16005083097767,26.382046353483993,135.95911152782855,6.54204470628164,0
21.803628430749068,21.804613337381742,105.26817278580188,5.637373109989952,0
37.93283938655607,12.736372618379228,146.5166147674562,6.169008659436933,0
19.62832322096549,20.838018947567164,141.10620851134857,6.598337329614342,0
35.16402869653624,23.175667334214346,128.45935951624966,6.773793477347979,0
21.241700221479647,19.788499272862808,95.48466092737216,6.98150201199497,0
38.60148349216533,10.788536227370118,129.3902620760982,6.887872476123499,0
19.51438362818334,21.358904611052587,144.08418083116294,5.550918967878698,0
32.435506681171,15.946980147451015,144.70773367635712,6.956587367748051,0
38.60666222783585,19.484284333149276,140.34298556925194,6.766824097802606,0
22.97751183108139,26.57830948301355,82.59053443008449,6.394404817723079,0
20.750220932192576,12.411337715545576,85.38672411404464,6.54443316381721,0
23.49687409420165,24.49533543057523,84.57494385592597,5.972935506745915,0
28.48728230938343,25.814463296779273,102.31267520524489,6.438837064655513,0
37.14944370590467,22.31726376364609,96.30716323275436,5.536601172334807,0
36.752471847523246,10.425388217007743,141.22911708789397,6.293405701040818,0
38.476692462822406,25.975664715473307,149.85538773733361,6.026067723177565,0
34.17970722327817,18.03861827218484,113.59129342127362,6.441258194827555,0
36.841927854658465,29.681669383985902,133.77913897051627,6.126650173251001,0
25.533925056926755,24.75164603177783,96.71440020378117,5.665711169697092,0
23.865553941019414,15.744779833081635,100.7415684319193,5.850411626574865,0
16.052329740909048,10.357478694668277,149.1405672815222,6.141659700603793,0
24.608166178992043,23.5929456538614,95.2777721505545,6.924941775925338,0
34.6586253603888,11.78822004624519,109.23065430494498,6.818677461343247,0
38.61830055728525,19.348030224997395,122.93879724474954,5.750550919138113,0
39.779215653424416,14.633434027668867,145.9912241894588,6.474469973488553,0
30.19341987197148,20.25377022033017,96.14688682024311,5.764792048008262,0
20.512155226754384,13.72876524288509,134.57091314967272,6.025187888750095,0
16.44606691408491,29.382052602816227,141.8650119474398,6.8916284247928195,0
39.872695566160886,13.477904984389745,107.73694132318612,6.637357713556137,0
32.4005154513448,13.077918126797101,137.10831874934325,5.836660857754991,0
20.595440370565576,20.73948845786827,121.50579543891922,6.370129311756717,0
17.287170934943873,27.54921725260761,98.59200298120942,5.694272381924206,0
37.218701996724434,29.113029964595068,140.34893320858154,6.714274112087317,0
31.381049515975544,21.017147412182787,86.08907319379871,6.112679819606048,0
24.31721292530785,15.195075675206525,130.63940795820093,6.2438136026181565,0
17.0261553976912,14.403664038996226,127.8281134561717,5.61419628923545,0
36.28017285121922,19.902930540279485,113.64106041286536,6.388611676989276,0
35.61702414812873,16.95618415804386,127.46113067913444,6.348597945993687,0
21.675706754235534,27.57259972710316,135.81982151248496,6.487677751987638,0
36.26454322735604,27.34588401919605,129.58540837005245,6.7555199925455085,0
32.43678654173209,23.602815435206008,123.3027964750629,6.629074959336462,0
18.96512763232684,27.61741518397857,141.02904694216625,5.543870924551839,0
35.64541876411907,12.577397349468903,103.45831979813994,6.615262384437411,0
19.018997401207706,26.359340482381242,138.24939245704195,6.261201600641254,0
15.159646792920839,15.740762663498256,123.18488428630195,6.971779267041136,0
30.79533817541671,15.196071621283195,124.38039921697279,6.309978069573783,0
34.49613487877859,12.139612776539169,133.27195317514196,6.311899868014166,0
39.07480009647487,16.837443320773723,124.28353251937637,6.898042158265026,0
17.56274319976698,28.744569744729024,128.15200056105692,5.601755588657758,0
22.524089173670404,24.16344177290563,84.71454210281402,6.3732556902644095,0
23.64707642382392,22.41831035534954,83.2019423668759,6.807305209228565,0
39.33722422943492,29.37755710571383,132.47562822200473,5.695129360195948,0
33.95657989822556,10.49173832917603,81.5486486070298,5.9854153287243115,0
27.216079760116642,25.408148356155863,127.83067636245536,6.168854059565122,0
21.840666657041645,29.942490003154223,109.83269115651811,6.177080536494513,0
19.090595529791727,25.89619097499859,128.55775580470421,5.83115441918314,0
17.059526140396066,23.60998604149426,125.81578499967947,5.909889290497314,0
38.771589056260254,13.021157835618006,110.26343607298213,6.9154238802513985,0
25.493182923153057,22.77051895328171,107.8316078573956,5.911322803523005,0
39.599441198995706,18.18668012630086,142.58694425753941,5.844931908836629,0
20.327617600627082,10.622681657690228,125.61667777631195,6.0527895155856415,0
36.608956245990925,19.464198133831143,147.77353995403053,5.778288273554682,0
36.71557919889027,25.531937055834835,133.96452912508363,6.767174842175331,0
34.02559977357497,22.524406432628307,89.18714143776712,5.548789269236877,0
38.02119619539217,22.33300629041476,135.75761036833234,6.222283527268825,0
17.93270472405986,12.503715844051008,127.989570106028,6.1454588423491945,0
20.013118167508416,19.83189093482874,84.49462559525938,6.372957102871598,0
21.724835110877443,25.951182012743764,101.72533712465017,6.182830223622702,0
15.290513497702516,11.448937755891178,107.47454894846794,6.219908252075685,0
30.000513702982595,15.833251574186065,128.64873202885798,6.790183595783807,0
34.496274722333744,10.792376506967143,113.63548630804803,5.657395267627262,0
21.051125396563187,29.73325186534293,89.97468800310592,6.248332230177034,0
30.45389335795298,24.049299410882078,119.17540784408399,5.514656271128776,0
23.1615327060998,20.35423286769423,86.15065494013834,6.0259403968137715,0
15.830077719784164,11.571569943100414,107.78462933411173,5.69907363106459,0
29.188521206538955,23.789299382745313,136.0410689376358,5.800225366367215,0
19.187064556476745,12.091356806688005,124.55011746805457,6.559713589730352,0
15.789653620641051,28.724244924873798,83.63798985560307,6.311944502951606,0
32.72651298627291,27.41938247492171,129.98608524926993,6.702592124604688,0
23.486254813570152,26.296502274930244,85.60803924692726,6.842224984090791,0
28.689809403843405,26.345955399249874,111.66227991628101,6.465366542794787,0
28.160066523402833,24.631790435106637,85.71409874214127,5.590528125985846,0
21.177580850253662,13.190893602263767,141.0248496614541,5.828820981037066,0
39.39663139547828,16.737915835422136,92.74825409820895,6.684547760713719,0
31.467694387521902,19.96391432906278,118.87544856563419,6.578802667408396,0
20.711368533282467,29.926678321134837,148.23552135027484,6.475488529520406,0
19.988561273228626,23.604564848625827,85.05388862854231,5.5459787533087095,0
21.442072212780342,19.252459134786328,140.77907537858664,6.590753604649462,0
33.56766302999952,18.50986668896151,104.21544947828741,6.056558144476904,0
39.69123909340145,10.80218382824965,140.6922047285714,6.36801311285859,0
25.965385479739762,24.50515320830273,114.0668258997292,6.810134857122491,0
37.51754660028146,18.434418537469107,99.37794580645361,6.388525492890043,0
37.80908364041727,14.21324378011333,123.60766084944379,6.447340330138781,0
33.327825560382024,12.631353702545196,130.1077475277462,6.863548780998461,0
19.492077721756047,14.750866498477553,147.99765658291477,5.771465429064235,0
36.35962733423948,19.845557128960696,97.30617520822238,6.806124851908767,0
26.132631375066637,20.296347078593804,105.1463358579836,6.389426277152391,0
19.08809681462557,17.821630733035214,147.85886256347013,5.887200149051691,0
31.418416613532305,16.503801284493896,134.14311879806206,5.696310491077525,0
39.24552612696362,19.075790827672783,96.52353243425247,5.610245120995019,0
19.24394762718852,20.395478971120355,103.59022235019003,6.743325048823914,0
25.772188091545146,14.974285451752598,123.2001490622821,6.560165825328169,0
19.176047697523746,13.352384325766353,82.56699988534801,6.604603022598461,0
31.595113190545128,19.492617514996276,139.0919314278438,6.7085052294250795,0
29.633859109918802,27.365425610265174,94.40888470257377,5.667879429096592,0
21.74374028792474,11.141737121786297,117.18186696007224,6.9049085384424425,0
15.983588516712741,12.442198280200536,111.65393197984046,6.900812526291857,0
22.903902624418762,20.144696173767848,82.91010013352745,5.7225148014431335,0
39.665753073971175,29.30237392872091,80.34579866540868,6.927717678134858,0
30.97799844538751,27.358365890400442,111.83178989437013,6.273394042868875,0
27.221164506423005,23.337285150922085,89.77558783294191,5.544960384809017,0
22.698248539779772,24.093615254732935,94.12974164860638,6.510148649987376,0
39.24780115268176,11.878014315788368,127.08214827575884,6.165625328956857,0
36.703556359437634,13.542995788947717,128.4838166558315,6.757172934472165,0
38.61535548685058,23.664960565792917,114.8022334805899,6.42677086030182,0
36.72262461196796,21.412194932776593,82.12709417877858,6.896423043260467,0
32.23816877578903,23.53026771554493,95.0972606678402,6.488328205348986,0
24.846610141353963,23.02465954082984,87.46151212155935,6.486767956904554,0
39.985343144266665,10.96424077721112,148.4021928954922,6.110361941084306,0
36.76883625843148,25.64770968116547,119.69113826906676,6.60767381387699,0
36.962889032533695,18.082806433020657,102.8923213094267,6.501390078345377,0
35.19614854853147,25.245702695532316,135.84695542010442,6.1533749722193996,0
35.445855404375536,12.40418110741217,118.11423685725947,5.508637990747182,0
23.114645747506756,17.32923069742796,107.73208841264787,6.543200810034794,0
24.713952531758643,18.973872452450614,96.62808916120292,6.05987768744401,0
20.681740681578788,11.463918475368873,122.24140153669646,6.5023191978325245,0
30.487258650240364,19.26988087601145,106.58500461254609,6.795000474357738,0
27.97704462840545,19.58363755259462,81.7949446064505,6.011871741439235,0
24.504890469646426,17.976455617938008,120.61206584591326,6.300403820090318,0
30.197627319836116,25.297665230842565,136.90900171012655,6.577184614339742,0
38.88809239887337,10.364651653527233,93.70445899784822,5.511344312467213,0
31.186867853865074,27.96061097899974,97.04376076034094,6.89055181719446,0
16.50668475723902,28.688720536110285,104.61358810677442,5.652131242673825,0
27.146793979658142,15.135531354410158,99.9411031373346,5.96093494738943,0
35.075647445816585,20.78322553350509,101.79153894092025,6.415500674966378,0
32.90376685557984,15.452480014670675,108.9484371067746,5.682829140005421,0
19.52873373836701,23.622357079299654,92.70068433869389,6.28774507550059,0
32.72615654306082,12.137538461894877,119.71185537402326,5.884844175552046,0
39.0731718809395,19.670912934398494,136.41947848426108,6.325339813234392,0
16.085313321370478,22.663027511880447,146.598233954466,6.402417730219497,0
35.47972148566976,27.684129266968156,95.96558403642527,5.81806725986234,0
30.274524721274794,18.220569396134096,138.79029120067042,6.850034685097016,0
23.83553448256795,14.73741117948964,134.63678606707032,5.912209053322204,0
35.56535796284196,18.474765072975256,126.72849295040294,5.643302970752003,0
30.596483116914325,19.035353574744583,121.06259242228319,5.752021311617295,0
33.42184362360455,27.25594155086457,95.1717860063543,5.643571833280243,0
15.59096465115841,22.83943000886532,122.49658252621465,6.320046119071105,0
20.798677402899386,17.81811991811029,121.61334346303212,6.245150288288754,0
39.694638005372184,12.728795051134663,128.66011878333157,6.106478152156438,0
25.70499037314037,24.351955313163526,128.47053059270587,6.986883990553283,0
18.20985723635313,12.082192987683326,130.7037171990119,6.367580375509614,0
21.854016663995147,11.588387379779732,85.99607747175014,6.8412863119961775,0
19.796683117968573,16.467431242310415,95.86594815588916,6.032494458747906,0
16.735596068652335,20.38119581816541,84.73287945145505,6.700534761733542,0
20.842802047760827,20.800238292090214,141.6055361293021,6.476316053570791,0
28.323944663783383,16.486675062307512,103.31013391407386,6.504230432797286,0
39.85348403052919,23.236783796987574,119.04483921590175,6.595975765358869,0
26.630140307092955,11.202846852015703,119.36077711145369,6.93643792675807,0
19.38257355894149,23.800097816413313,94.06535820613395,6.303741526709622,0
17.41691124116799,19.007418725163703,132.93143302266722,6.021357286358473,0
31.62279311218045,25.908999215794584,144.9024473635617,5.8519631227831805,0
